sheet_name,condition_number,voltage_V,duration_ms,duration_us,sample_index_in_sheet,signal_column,samz,samz_min_in_sheet,samz_max_in_sheet,hfo2_fraction,zro2_fraction,hfo2_percent,zro2_percent,x_in_Hf1_minus_x_ZrxO2,monoclinic_phase_fraction,orthorhombic_phase_fraction,tetragonal_phase_fraction,phase_fraction_sum,phase_fraction_sum_error,dominant_phase,dominant_phase_fraction
num6,6,674,7.6,7600.0,3,th:0.260_samz:-6695,-6695,-7747,147,0.866734228527996,0.13326577147200405,86.6734228527996,13.326577147200405,0.13326577147200405,0.3879054871991761,0.4695081090476621,0.1425864037531618,1.0,0.0,orthorhombic,0.4695081090476621
num6,6,674,7.6,7600.0,4,th:0.260_samz:-6168,-6168,-7747,147,0.7999746643020015,0.2000253356979985,79.99746643020015,20.002533569799848,0.2000253356979985,0.2527200893483886,0.5734383142500281,0.1738415964015833,1.0,0.0,orthorhombic,0.5734383142500281
num6,6,674,7.6,7600.0,5,th:0.260_samz:-5642,-5642,-7747,147,0.7333417785659995,0.26665822143400053,73.33417785659995,26.665822143400053,0.26665822143400053,0.2041697946203634,0.6376668146377885,0.1581633907418481,1.0,0.0,orthorhombic,0.6376668146377885
num6,6,674,7.6,7600.0,6,th:0.260_samz:-5116,-5116,-7747,147,0.6667088928299975,0.33329110717000254,66.67088928299975,33.329110717000255,0.33329110717000254,0.1712247054654424,0.7060328018488682,0.1227424926856895,1.0000000000000002,2.220446049250313e-16,orthorhombic,0.7060328018488682
num6,6,674,7.6,7600.0,7,th:0.260_samz:-4590,-4590,-7747,147,0.6000760070939954,0.39992399290600456,60.00760070939955,39.99239929060045,0.39992399290600456,0.13907034971351,0.665067514133563,0.195862136152927,1.0,0.0,orthorhombic,0.665067514133563
num6,6,674,7.6,7600.0,8,th:0.260_samz:-4063,-4063,-7747,147,0.5333164428680011,0.466683557131999,53.331644286800106,46.6683557131999,0.466683557131999,0.1061637883093283,0.8801686681444795,0.01366754354619226,1.0,0.0,orthorhombic,0.8801686681444795
num6,6,674,7.6,7600.0,9,th:0.260_samz:-3536,-3536,-7747,147,0.46655687864200657,0.5334431213579934,46.65568786420066,53.34431213579934,0.5334431213579934,0.1088435825708376,0.749574792657365,0.1415816247717974,1.0,0.0,orthorhombic,0.749574792657365
num6,6,674,7.6,7600.0,10,th:0.260_samz:-3010,-3010,-7747,147,0.39992399290600456,0.6000760070939954,39.99239929060045,60.00760070939955,0.6000760070939954,0.09201877245486371,0.7979966889341381,0.1099845386109982,1.0,0.0,orthorhombic,0.7979966889341381
num6,6,674,7.6,7600.0,11,th:0.260_samz:-2483,-2483,-7747,147,0.33316442868001017,0.6668355713199898,33.31644286800102,66.68355713199898,0.6668355713199898,0.1062224913894052,0.7000004240820742,0.1937770845285207,1.0,0.0,orthorhombic,0.7000004240820742
num6,6,674,7.6,7600.0,12,th:0.260_samz:-1957,-1957,-7747,147,0.26653154294400816,0.7334684570559918,26.653154294400817,73.34684570559918,0.7334684570559918,0.09136923541494305,0.7539524113198355,0.1546783532652215,1.0,0.0,orthorhombic,0.7539524113198355
num6,6,674,7.6,7600.0,13,th:0.260_samz:-1431,-1431,-7747,147,0.19989865720800604,0.800101342791994,19.989865720800605,80.01013427919939,0.800101342791994,0.0001800428157943372,0.211543938878986,0.7882760183052197,1.0,0.0,tetragonal,0.7882760183052197
num6,6,674,7.6,7600.0,14,th:0.260_samz:-905,-905,-7747,147,0.13326577147200402,0.866734228527996,13.326577147200403,86.6734228527996,0.866734228527996,1.207596174778805e-05,0.1022535519425481,0.8977343720957041,1.0,0.0,tetragonal,0.8977343720957041
num6,6,674,7.6,7600.0,15,th:0.260_samz:-378,-378,-7747,147,0.06650620724600964,0.9334937927539904,6.650620724600964,93.34937927539903,0.9334937927539904,5.080904057722138e-06,0.08783270053840625,0.912162218557536,1.0,0.0,tetragonal,0.912162218557536
num6,6,674,7.6,7600.0,16,th:0.260_samz:147,147,-7747,147,0.0,1.0,0.0,100.0,1.0,2.415810512576103e-12,0.0594838452401252,0.940516154757459,1.0,0.0,tetragonal,0.940516154757459
num7,7,674,5.1,5100.0,1,th:0.260_samz:-7647,-7647,-7647,247,1.0,0.0,100.0,0.0,0.0,0.4232332204942932,0.1747229340529561,0.4020438454527506,0.9999999999999999,1.1102230246251565e-16,monoclinic,0.4232332204942932
num7,7,674,5.1,5100.0,2,th:0.260_samz:-7121,-7121,-7647,247,0.933367114263998,0.06663288573600203,93.3367114263998,6.6632885736002025,0.06663288573600203,0.356992169157908,0.2365194953258932,0.4064883355161987,0.9999999999999999,1.1102230246251565e-16,tetragonal,0.4064883355161987
